Date, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
20121013,None,5.191666667,5.149,5.165833333,5.163166667,None,5.120666667,None,5.014166667,None
20121014,None,None,5.012333333,5.037666667,5.040333333,None,5.001,None,None,None
20121015,None,None,4.593666667,4.616333333,4.613666667,None,4.605333333,None,None,None
20121016,None,4.2445,4.224666667,4.247333333,4.243166667,None,4.2305,None,4.226166667,None
20121017,None,4.051166667,4.0412,4.041333333,4.0385,None,4.035666667,None,4.063833333,None
20121018,None,3.991333333,3.972833333,3.974666667,3.966166667,None,3.957333333,None,None,None
20121019,None,4.0385,4.0455,4.017,4.009833333,None,4.001333333,None,4.039833333,None
20121020,None,4.079166667,4.076333333,4.077666667,4.087833333,None,4.077833333,None,4.107666667,None
20121021,None,4.014,4.004166667,4.014166667,4.021166667,None,4.0255,None,4.106666667,None
20121022,None,3.995,3.996333333,4.019166667,4.023333333,None,4.026166667,None,4.064666667,None
20121023,None,3.883833333,3.876666667,3.918,3.925333333,None,3.948,None,3.989333333,None
20121024,None,3.598,3.719,3.812833333,3.831166667,None,3.866833333,None,3.925166667,None
20121025,None,3.415833333,3.515333333,3.617833333,3.6605,None,3.7415,None,3.8695,None
20121026,None,3.418333333,3.508,3.606333333,3.660166667,None,3.759833333,None,3.838166667,None
20121027,None,3.2395,3.242166667,3.373,3.451666667,None,3.557166667,None,3.781833333,None
20121028,None,3.004166667,3.089666667,3.267666667,3.359,None,3.455666667,None,3.625,None
20121029,None,2.975666667,3.0395,3.233333333,3.353,None,3.532333333,None,3.710333333,None
20121030,None,3.038833333,3.111333333,3.238166667,3.336666667,None,3.5475,None,3.7835,None
20121031,None,3.042666667,3.074,3.265,3.360333333,None,3.537166667,None,3.839,None
20121101,None,3.106333333,3.167666667,3.328666667,3.424166667,None,3.563666667,None,3.895333333,None
20121102,None,3.103333333,3.2215,3.3195,3.410666667,None,3.561666667,None,3.9045,None
20121103,None,3.108833333,3.227166667,3.348166667,3.4335,None,3.595666667,None,3.914333333,None
20121104,None,3.091333333,3.230833333,3.346,3.445666667,None,3.652,None,3.898,None
20121105,None,3.074833333,3.247166667,3.373666667,3.463333333,None,3.654,None,3.908666667,None
20121106,None,3.048166667,3.244833333,3.39,3.474166667,None,3.666333333,None,4.006166667,None
20121107,None,3.067833333,3.246,3.436666667,3.513833333,None,3.7,None,3.9905,None
20121108,None,3.102833333,3.291,3.454666667,3.542833333,None,3.740666667,None,4.036666667,None
20121109,None,3.1355,3.322,3.4575,3.535666667,None,3.7265,None,4.003833333,None
20121110,None,3.171833333,3.3555,3.4765,3.550666667,None,3.742333333,None,4.007333333,None
20121111,None,3.2155,3.404666667,3.480333333,3.552833333,None,3.733333333,None,4.017833333,None
20121112,None,2.556666667,3.3545,3.413166667,3.484166667,None,3.680333333,None,3.981666667,None
20121113,None,2.018,3.164,3.428833333,3.490166667,None,3.670833333,None,3.9595,None
20121114,None,2.243333333,3.2785,3.433666667,3.495,None,3.684333333,None,4.0115,None
20121115,None,2.4785,3.313333333,3.4185,3.503833333,None,3.714666667,None,3.966333333,None
20121116,None,2.647666667,3.335833333,3.448166667,3.529333333,None,3.732833333,None,4.030166667,None
20121117,None,2.763166667,3.342833333,3.442666667,3.531166667,None,3.730166667,None,4.041666667,None
20121118,None,2.830833333,3.385833333,3.455833333,3.5355,None,3.732833333,None,4.061666667,None
20121119,None,2.858,3.358166667,3.464666667,3.534666667,None,3.738,None,4.063666667,None
20121120,None,2.898166667,3.364,3.4765,3.556333333,None,3.749833333,None,4.0855,None
20121121,None,2.9025,3.413333333,3.4665,3.5545,None,3.758,None,4.072,None
20121122,None,2.863666667,3.421666667,3.481666667,3.555666667,None,3.750333333,None,4.083166667,None
20121123,None,2.408666667,3.365833333,3.4655,3.548166667,None,3.73,None,4.062833333,None
20121124,None,2.332833333,3.35,3.479666667,3.556333333,None,3.734333333,None,4.067,None
20121125,None,2.206666667,3.321333333,3.499166667,3.571833333,None,3.74,None,4.091,None
20121126,None,2.3555,3.316333333,3.493166667,3.571333333,None,3.753666667,None,4.102,None
20121127,None,2.537833333,3.367333333,3.508333333,3.585,None,3.765833333,None,4.139833333,None
20121128,None,2.676166667,3.384333333,3.522166667,3.600666667,None,3.787166667,None,4.168,None
20121129,None,2.7465,3.3775,3.524166667,3.598166667,None,3.783333333,None,4.1585,None
20121130,None,2.8025,3.373833333,3.547666667,3.614166667,None,3.8065,None,4.185,None
20121201,None,2.830833333,3.349666667,3.562166667,3.631833333,None,3.797166667,None,4.201333333,None
20121202,None,2.850833333,3.352666667,3.5565,3.622166667,None,3.8215,None,4.207,None
20121203,None,2.846333333,3.278833333,3.564,3.629666667,None,3.832,None,4.206666667,None
20121204,None,2.862,3.283166667,3.578666667,3.6385,None,3.8495,None,4.215833333,None
20121205,None,2.860166667,3.278833333,3.572833333,3.645333333,None,3.846333333,None,4.215833333,None
20121206,None,2.871833333,3.341166667,3.585,3.658833333,None,3.8585,None,4.234333333,None
20121207,None,2.860833333,3.310166667,3.5915,3.655333333,None,3.862333333,None,4.245333333,None
20121208,None,2.866666667,3.335,3.583,3.655833333,None,3.873833333,None,4.2525,None
20121209,None,2.854666667,3.334166667,3.595,3.662166667,None,3.878666667,None,4.259,None
20121210,None,2.862166667,3.374166667,3.598,3.669166667,None,3.865833333,None,4.265833333,None
20121211,None,2.839,3.345333333,3.5935,3.660333333,None,3.854333333,None,4.263,None
20121212,None,2.828833333,3.32,3.595333333,3.669333333,None,3.873333333,None,4.263833333,None
20121213,None,2.8145,3.346833333,3.602,3.676166667,None,3.889833333,None,4.267333333,None
20121214,None,2.8205,3.376833333,3.607666667,3.684833333,None,3.901333333,None,4.285833333,None
20121215,None,2.8055,3.411166667,3.613666667,3.6835,None,3.909833333,None,4.287166667,None
20121216,None,2.8,3.425833333,3.610833333,3.692166667,None,3.9255,None,4.2955,None
20121217,None,2.797166667,3.468333333,3.626333333,3.7045,None,3.9465,None,4.317666667,None
20121218,None,2.780833333,3.4675,3.62,3.708,None,3.9455,None,4.306833333,None
20121219,None,2.775166667,3.459166667,3.634166667,3.713833333,None,3.95,None,4.323833333,None
20121220,None,2.748666667,3.414333333,3.626666667,3.702166667,None,3.9085,None,4.307,None
20121221,None,2.731166667,3.332666667,3.625,3.707666667,None,3.928833333,None,4.310666667,None
20121222,None,2.744166667,3.369666667,3.646333333,3.734666667,None,3.967,None,4.336166667,None
20121223,None,2.725166667,3.4195,3.641833333,3.731666667,None,3.963666667,None,4.328,None
20121224,None,2.715,3.4395,3.651666667,3.740333333,None,3.979166667,None,4.340666667,None
20121225,None,2.700833333,3.431,3.648833333,3.734333333,None,3.9835,None,4.343333333,None
20121226,None,2.6915,3.443,3.652166667,3.741833333,None,3.9795,None,4.349666667,None
20121227,None,2.678666667,3.451166667,3.656166667,3.745833333,None,3.938166667,None,4.359,None
20121228,None,2.656666667,3.395333333,3.6635,3.746166667,None,3.956666667,None,4.371166667,None
20121229,None,2.666333333,3.411,3.666333333,3.760166667,None,3.995166667,None,4.376833333,None
20121230,None,2.659166667,3.471666667,3.6725,3.7635,None,4.004,None,4.368,None
20121231,None,2.634166667,3.496166667,3.659666667,3.763666667,None,3.9998,None,4.3365,None
20130101,None,2.626833333,3.4875,3.672666667,3.7765,None,4.011166667,None,4.342333333,None
20130102,None,2.601333333,3.4495,3.6785,3.778166667,None,3.997166667,None,4.351333333,None
20130103,None,2.5985,3.425333333,3.681833333,3.771666667,None,3.998,None,4.332333333,None
20130104,None,2.593166667,3.4695,3.677333333,3.775833333,None,3.980333333,None,4.351666667,None
20130105,None,2.587666667,3.481,3.690166667,3.774,None,4.0045,None,4.344166667,None
20130106,None,2.568333333,3.453333333,3.684,3.769,None,4.0265,None,4.3425,None
20130107,None,2.565833333,3.438333333,3.687333333,3.779833333,None,4.053166667,None,4.354666667,None
20130108,None,2.555166667,3.447333333,3.679166667,3.7775,None,4.048,None,4.343666667,None
20130109,None,2.527666667,3.406,3.6995,3.787833333,None,4.051166667,None,4.36,None
20130110,None,2.529,3.4315,3.690833333,3.791833333,None,4.050666667,None,4.365333333,None
20130111,None,2.502333333,3.432,3.705333333,3.798,None,4.055333333,None,4.382666667,None
20130112,None,2.482666667,3.386833333,3.703166667,3.797166667,None,4.003666667,None,4.3865,None
20130113,None,2.474,3.329333333,3.707333333,3.8,None,4.033666667,None,4.394,None
20130114,None,2.469833333,3.316833333,3.709166667,3.804833333,None,4.043,None,4.407666667,None
20130115,None,2.4825,3.3165,3.693333333,3.804833333,None,4.061166667,None,4.424666667,None
20130116,None,2.599833333,3.372,3.7285,3.828333333,None,4.082,None,4.436666667,None
20130117,None,2.635666667,3.356666667,3.720666667,3.8275,None,4.0895,None,4.452833333,None
20130118,None,2.656666667,3.405666667,3.723666667,3.836166667,None,4.094,None,4.469666667,None
20130119,None,2.6515,3.394666667,3.732666667,3.839666667,None,4.081833333,None,4.475,None
20130120,None,2.620333333,3.345833333,3.7195,3.825333333,None,4.063166667,None,4.469166667,None
20130121,None,2.630166667,3.444166667,3.733166667,3.848666667,None,4.085,None,4.483333333,None
20130122,None,2.586833333,3.364833333,3.736833333,3.836666667,None,4.0775,None,4.483166667,None
20130123,None,2.572,3.333,3.7255,3.837833333,None,4.078833333,None,4.476333333,None
20130124,None,2.567333333,3.351166667,3.732,3.851833333,None,4.097,None,4.481666667,None
20130125,None,2.549166667,3.378333333,3.735833333,3.85,None,4.0965,None,4.475,None
20130126,None,2.534,3.3475,3.734166667,3.848,None,4.1005,None,4.482166667,None
20130127,None,2.534166667,3.417,3.731833333,3.855666667,None,4.103333333,None,4.487666667,None
20130128,None,2.524,3.435,3.74,3.859333333,None,4.104166667,None,4.488,None
20130129,None,2.502666667,3.420666667,3.748333333,3.8635,None,4.0955,None,4.494,None
20130130,None,2.497333333,3.455166667,3.741166667,3.863666667,None,4.085666667,None,4.495,None
20130131,None,2.489166667,3.460666667,3.745666667,3.870833333,None,4.085333333,None,4.4965,None
20130201,None,2.467833333,3.419833333,3.761833333,3.874166667,None,4.0775,None,4.502666667,None
20130202,None,2.454833333,3.3425,3.756,3.877,None,4.072166667,None,4.507833333,None
20130203,None,2.463166667,3.383333333,3.756833333,3.893333333,None,4.090166667,None,4.518333333,None
20130204,None,2.445333333,3.364166667,3.746,3.8785,None,4.0795,None,4.512,None
20130205,None,2.444666667,3.403,3.759166667,3.884333333,None,4.079333333,None,4.5105,None
20130206,None,2.4425,3.404833333,3.754166667,3.8935,None,4.0785,None,4.518166667,None
20130207,None,2.4435,3.438333333,3.7585,3.8965,None,4.078833333,None,4.518,None
20130208,None,2.4215,3.384,3.759833333,3.885166667,None,4.071666667,None,4.509666667,None
20130209,None,2.426166667,3.318333333,3.736,3.879833333,None,4.073666667,None,4.509333333,None
20130210,None,2.423833333,3.316333333,3.7315,3.878333333,None,4.072,None,4.513333333,None
20130211,None,2.446166667,3.3875,3.741,3.880333333,None,4.085333333,None,4.5265,None
20130212,None,2.458,3.369666667,3.751833333,3.884166667,None,4.094833333,None,4.5315,None
20130213,None,2.444833333,3.3455,3.757166667,3.877,None,4.066333333,None,4.517666667,None
20130214,None,2.459833333,3.382666667,3.76,3.8885,None,4.0875,None,4.5215,None
20130215,None,2.462166667,3.403333333,3.773666667,3.9045,None,4.092333333,None,4.5275,None
20130216,None,2.460166667,3.411,3.781333333,3.9135,None,4.088833333,None,4.526666667,None
20130217,None,2.456833333,3.402,3.776333333,3.911833333,None,4.086833333,None,4.531833333,None
20130218,None,2.458666667,3.418,3.779666667,3.917833333,None,4.097,None,4.539333333,None
20130219,None,2.447666667,3.441,3.778333333,3.922,None,4.109666667,None,4.5445,None
20130220,None,2.4455,3.4175,3.782166667,3.9245,None,4.108166667,None,4.558833333,None
20130221,None,2.418166667,3.325333333,3.7815,3.909833333,None,4.099166667,None,4.555666667,None
20130222,None,2.431,3.325833333,3.794833333,3.921666667,None,4.122333333,None,4.580833333,None
20130223,None,2.445666667,3.389833333,3.790166667,3.935333333,None,4.1305,None,4.588333333,None
20130224,None,2.434166667,3.441666667,3.787666667,3.928333333,None,4.118833333,None,4.588,None
20130225,None,2.398333333,3.396,3.8,3.929666667,None,4.109,None,4.590833333,None
20130226,None,2.386333333,3.3375,3.807833333,3.930333333,None,4.106833333,None,4.5935,None
20130227,None,2.3735,3.3615,3.790166667,3.9185,None,4.096166667,None,4.58,None
20130228,None,2.3595,3.3885,3.795666667,3.926666667,None,4.098666667,None,4.579166667,None
20130301,None,2.352666667,3.4115,3.798666667,3.941166667,None,4.113166667,None,4.577833333,None
20130302,None,2.331166667,3.399833333,3.802833333,3.945,None,4.124166667,None,4.577666667,None
20130303,None,2.328833333,3.402166667,3.799166667,3.942833333,None,4.1375,None,4.564,None
20130304,None,2.304166667,3.39,3.794333333,3.940833333,None,4.152833333,None,4.559333333,None
20130305,None,2.305,3.3885,3.7985,3.940666667,None,4.176666667,None,4.544666667,None
20130306,None,2.290166667,3.372166667,3.797833333,3.930166667,None,4.173333333,None,4.508666667,None
20130307,None,2.2695,3.381166667,3.799333333,3.9205,None,4.1665,None,4.493333333,None
20130308,None,2.253166667,3.332666667,3.7985,3.917666667,None,4.164,None,4.485333333,None
20130309,None,2.2225,3.2935,3.802166667,3.910166667,None,4.142,None,4.4795,None
20130310,None,2.241666667,3.311833333,3.800333333,3.925666667,None,4.168833333,None,4.484666667,None
20130311,None,2.210833333,3.265166667,3.8085,3.927833333,None,4.154333333,None,4.490166667,None
20130312,None,2.190333333,3.267666667,3.758,3.907333333,None,4.126666667,None,4.488333333,None
20130313,None,2.191833333,3.326833333,3.782333333,3.912,None,4.148,None,4.519166667,None
20130314,None,2.187666667,3.277666667,3.8045,3.917,None,4.173166667,None,4.543166667,None
20130315,None,2.161833333,3.249166667,3.7825,3.903666667,None,4.167,None,4.541166667,None
20130316,None,2.169666667,3.2555,3.7945,3.9155,None,4.177333333,None,4.543,None
20130317,None,2.172333333,3.306,3.806,3.932333333,None,4.195666667,None,4.552833333,None
20130318,None,2.163666667,3.295833333,3.805666667,3.929333333,None,4.191,None,4.543833333,None
20130319,None,2.152833333,3.277,3.803833333,3.933166667,None,4.195,None,4.549,None
20130320,None,2.142833333,3.262666667,3.794166667,3.940666667,None,4.202666667,None,4.558166667,None
20130321,None,2.142833333,3.268333333,3.798166667,3.942166667,None,4.199666667,None,4.5625,None
20130322,None,2.114333333,3.262333333,3.784833333,3.935833333,None,4.196333333,None,4.5715,None
20130323,None,2.095,3.1985,3.757,3.923666667,None,4.177,None,4.5585,None
20130324,None,2.078,3.201333333,3.725833333,3.915333333,None,4.1745,None,4.554333333,None
20130325,None,2.065333333,3.2158,3.728333333,3.9105,None,4.177833333,None,4.556333333,None
20130326,None,2.064666667,3.2105,3.7305,3.911333333,None,4.179,None,4.567166667,None
20130327,None,2.042833333,3.1995,3.716833333,3.900333333,None,4.182,None,4.5645,None
20130328,None,2.034333333,3.194,3.711166667,3.898,None,4.1825,None,4.572333333,None
20130329,None,2.030666667,3.194666667,3.727666667,3.906833333,None,4.180166667,None,4.571333333,None
20130330,None,2.062,3.203333333,3.781833333,3.943833333,None,4.202833333,None,4.582666667,None
20130331,None,2.021333333,3.183666667,3.739333333,3.917333333,None,4.176166667,None,4.545833333,None
20130401,None,None,3.192833333,3.7415,3.931833333,None,4.1795,None,4.539333333,None
20130402,None,2.012,3.198,3.749166667,3.947,None,4.1945,None,4.535666667,None
20130403,None,2.015166667,3.196,3.7485,3.959166667,None,4.212333333,None,4.549166667,None
20130404,None,1.988333333,3.176166667,3.715666667,3.926333333,None,4.181,None,4.522166667,None
20130405,None,1.9795,3.183,3.714166667,3.925833333,None,4.179166667,None,4.533166667,None
20130406,None,1.985666667,3.203,3.731,3.932833333,None,4.183166667,None,4.549666667,None
20130407,None,2.0155,3.1905,3.774333333,3.972333333,None,4.213666667,None,4.580666667,None
20130408,None,1.983333333,3.186666667,3.750333333,3.959333333,None,4.187,None,4.570666667,None
20130409,None,1.965666667,3.1665,3.717333333,3.932333333,None,4.16,None,4.5565,None
20130410,None,1.969833333,3.152166667,3.723166667,3.939666667,None,4.154166667,None,4.569666667,None
20130411,None,1.981333333,3.148166667,3.753666667,3.964333333,None,4.164666667,None,4.5955,None
20130412,None,2.004833333,3.1715,3.7525,3.9745,None,4.170333333,None,4.608666667,None
20130413,None,2.007166667,3.1835,3.774333333,3.991666667,None,4.186666667,None,4.62,None
20130414,None,1.962,3.176333333,3.737166667,3.947666667,None,4.1565,None,4.584333333,None
20130415,None,1.9775,3.142666667,3.774666667,3.988166667,None,4.210166667,None,4.635166667,None
20130416,None,1.9765,3.188,3.762833333,3.973166667,None,4.2035,None,4.626666667,None
20130417,None,1.953333333,3.175,3.744166667,3.968833333,None,4.200333333,None,4.606833333,None
20130418,None,1.883166667,3.108666667,3.686333333,3.946666667,None,4.184,None,4.593,None
20130419,None,1.696333333,3.001166667,3.6545,3.951666667,None,4.216166667,None,4.600833333,None
20130420,None,1.406166667,2.804166667,3.603,3.870333333,None,4.193,None,4.572166667,None
20130421,None,1.015833333,2.647,3.501333333,3.723333333,None,4.141,None,4.5105,None
20130422,None,0.896833333,2.475333333,3.3985,3.7965,None,4.1235,None,4.498833333,None
20130423,None,1.085833333,2.515,3.422166667,3.843166667,None,4.173,None,4.544,None
20130424,None,1.170166667,2.504333333,3.424333333,3.825166667,None,4.156666667,None,4.5245,None
20130425,None,1.369833333,2.518333333,3.394166667,3.8065,None,4.163333333,None,4.518666667,None
20130426,None,1.486833333,2.496833333,3.359666667,3.7865,None,4.1575,None,4.506833333,None
20130427,None,1.7265,2.508166667,3.391166667,3.795333333,None,4.164833333,None,4.538166667,None
20130428,None,1.965333333,2.531333333,3.381666667,3.784333333,None,4.153833333,None,4.510333333,None
20130429,None,2.217666667,2.569666667,3.401833333,3.833166667,None,4.194166667,None,4.511,None
20130430,None,2.292666667,2.642,3.388166667,3.832166667,None,4.181666667,None,4.509833333,None
20130501,None,2.440666667,2.671666667,3.388,3.808833333,None,4.195666667,None,4.508333333,None
20130502,None,2.6495,2.752166667,3.398833333,3.7955,None,4.209166667,None,4.5135,None
20130503,None,2.8245,2.817333333,3.414,3.773666667,None,4.1975,None,4.4915,None
20130504,None,3.041166667,3.037,3.472833333,3.835666667,None,4.240833333,None,4.556166667,None
20130505,None,3.1005,3.107333333,3.445,3.8235,None,4.247166667,None,4.559833333,None
20130506,None,3.19,3.135833333,3.383666667,3.774666667,None,4.154166667,None,4.488,None
20130507,None,3.4895,3.317333333,3.360166667,3.781166667,None,4.144833333,None,4.477166667,None
20130508,None,4.033833333,3.468333333,3.397333333,3.730166667,None,4.099333333,None,4.419,None
20130509,None,4.356666667,3.796833333,3.4925,3.75,None,4.127,None,4.463333333,None
20130510,None,4.243833333,3.931,3.628166667,3.753166667,None,4.169833333,None,4.4595,None
20130511,None,3.936666667,4.0235,3.889833333,3.834666667,None,4.12,None,4.500833333,None
20130512,None,4.103666667,4.127833333,4.069333333,4.073833333,None,4.1135,None,4.362166667,None
20130513,None,4.567666667,4.578833333,4.522333333,4.510833333,None,4.441333333,None,4.327666667,None
20130514,None,4.677,4.681166667,4.679666667,4.678333333,None,4.648666667,None,4.593166667,None
20130515,None,4.829166667,4.785,4.684333333,4.643,None,4.4985,None,4.285333333,None
20130516,None,5.0595,5.029666667,4.992833333,4.967166667,None,4.848,None,4.6975,None
20130517,None,5.168,5.1395,5.097,5.094333333,None,5.070166667,None,5.019166667,None
20130518,None,5.481,5.3125,5.115333333,5.048666667,None,4.947833333,None,4.873,None
20130519,None,6.130333333,5.6405,5.072833333,4.977833333,None,4.883,None,4.824833333,None
20130520,None,7.707166667,6.143,5.218833333,5.034666667,None,4.850333333,None,4.790666667,None
20130521,None,9.788333333,6.399,5.411166667,5.077,None,4.933833333,None,4.862833333,None
20130522,None,10.96333333,6.4505,5.320833333,5.0375,None,4.910166667,None,4.856333333,None
20130523,None,11.195,7.355,5.525333333,5.137166667,None,4.9755,None,4.908833333,None
20130524,None,8.975,8.138,5.809833333,5.218833333,None,4.994833333,None,4.9295,None
20130525,None,8.968333333,8.097333333,6.020333333,5.133666667,None,4.928166667,None,4.845833333,None
20130526,None,8.771666667,7.523333333,6.076333333,5.099333333,None,4.861166667,None,4.789,None
20130527,None,9.755,7.534833333,5.8805,5.0535,None,4.842333333,None,4.768833333,None
20130528,None,10.92333333,7.836,6.325166667,5.293333333,None,4.952833333,None,4.869166667,None
20130529,None,12.44833333,7.932166667,6.206333333,5.264666667,None,4.919,None,4.833666667,None
20130530,None,11.335,8.641333333,6.279833333,5.391333333,None,4.8895,None,4.813,None
20130531,None,12.445,8.716,6.089,5.315833333,None,4.892333333,None,4.805833333,None
20130601,None,12.61666667,8.37,6.084333333,5.214,None,4.872333333,None,4.800166667,None
20130602,None,14.18666667,8.833333333,6.016166667,5.203666667,None,4.8805,None,4.801,None
20130603,None,14.66333333,9.355,6.501,5.404333333,None,4.928166667,None,4.8345,None
20130604,None,14.02333333,9.806666667,6.381166667,5.315166667,None,4.8628,None,4.800666667,None
20130605,None,13.71,10.09,6.272833333,5.324333333,None,4.9285,None,4.853666667,None
20130606,None,13.42166667,10.52666667,6.776833333,5.479166667,None,4.946166667,None,4.861,None
20130607,None,13.82333333,11.33833333,6.527,5.348166667,None,4.906,None,4.8375,None
20130608,None,14.22166667,11.20333333,6.889833333,5.420333333,None,4.876333333,None,4.791,None
20130609,None,14.35666667,11.78833333,6.695666667,5.411166667,None,4.911,None,4.8315,None
20130610,None,14.595,11.61833333,6.561666667,5.366166667,None,4.9096,None,None,None
20130611,None,14.26722222,11.78777778,6.7405,5.396333333,None,4.864944444,None,4.799111111,None
20130612,None,15.70416667,11.68333333,6.785291667,5.409666667,None,4.851333333,None,4.772583333,None
20130613,None,15.855,11.77871795,6.900025,5.4991,None,4.96745,None,4.885125,None
20130614,None,14.83083333,12.02333333,7.034458333,5.549375,None,4.971106383,None,4.8865625,None
20130615,None,14.935625,13.668125,7.1900625,5.552083333,None,4.918229167,None,4.8165625,None
20130616,None,14.85729167,13.40041667,7.466458333,5.594645833,None,4.930375,None,4.834625,None
20130617,None,15.248125,13.73765957,7.648765957,5.66993617,None,4.947340426,None,None,None
20130618,None,None,13.59958333,7.637104167,5.589270833,None,4.862510638,None,None,None
20130619,None,16.52708333,13.545625,7.681708333,5.672895833,None,4.898354167,None,4.8104375,None
20130620,None,17.71520833,13.58270833,7.76475,5.691958333,None,4.933708333,None,4.81875,None
20130621,None,18.03708333,14.10645833,7.680895833,5.660625,None,4.876489362,None,4.786458333,None
20130622,None,18.41520833,14.22541667,7.8544375,5.7719375,None,4.9760625,None,4.874395833,None
20130623,None,17.0125,14.41145833,9.064729167,6.082787234,None,5.009042553,None,4.866875,None
20130624,None,15.96104167,15.178125,9.468541667,6.149276596,None,5.051,None,4.923416667,None
20130625,None,15.221875,13.66166667,9.928297872,6.279895833,None,5.058234043,None,None,None
20130626,None,15.213125,13.40125,9.582958333,6.142895833,None,4.977895833,None,4.8735625,None
20130627,None,15.26520833,13.36020833,9.374893617,6.215395833,None,5.075702128,None,4.928833333,None
20130628,None,13.87270833,12.90416667,9.88375,6.339148936,None,5.082270833,None,4.9140625,None
