lake,M1S1,M1S2,M1S3,M1S4,M1S5,M1S6,M1S7,M1S8,M2S1,M2S2,M2S3,M2S4,M2S5,M2S6,M2S7,M2S8,M3S1,M3S2,M3S3,M3S4,M3S5,M3S6,M3S7,M3S8,M4S1,M4S2,M4S3,M4S4,M4S5,M4S6,M4S7,M4S8,M5S1,M5S2,M5S3,M5S4,M5S5,M5S6,M5S7,M5S8,M6S1,M6S2,M6S3,M6S4,M6S5,M6S6,M6S7,M6S8
77781,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
58305,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
63453,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
93341,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
31231,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
89512,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
57310,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
4949,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
71083,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
845,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100968,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
31895,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
79026,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
63824,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
21425,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
99516,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
89452,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
713,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
69525,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
89041,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
839,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
94711,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
22573,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100025,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
750,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
19167,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
16730,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
777,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
100104,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
14984,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
88925,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
580,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
95846,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
100915,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100687,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
712,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
91582,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
71714,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
70731,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
94110,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
92000,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
78606,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
33495,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
21642,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
14305,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
32570,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
99882,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
21708,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
578,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
18088,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
727,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
57102,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
69577,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
77624,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
4495,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
38012,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
30704,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
30719,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100686,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
98201,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
788,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
63601,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100835,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
31253,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
16765,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
93479,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
16825,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
4062,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
69959,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
89621,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
760,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100287,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
684,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
16618,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
89596,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
78882,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
100187,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
78956,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
12905,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
635,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
91946,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
99045,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
875,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
14559,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
1151,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
6950,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
17689,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
901,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
792,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
33494,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
98402,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
751,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
93333,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4
70757,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
33590,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
817,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
1297,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
68140,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
38399,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
894,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
4479,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
724,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
1100,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
698,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
67035,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
66753,4,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,3,4,4,0,0,0,0,0,4,4,4
